name,weekly_downloads
passport-local,2058325
crypto-randomuuid,2056281
gulplog,2054922
buffer-builder,2053149
eslint-plugin-expo,2052366
true-case-path,2051143
react-konva,2050082
null-loader,2043130
to-absolute-glob,2042508
hex-color-regex,2041860
execall,2038163
archive-type,2037085
event-target-polyfill,2036150
angular-html-parser,2035040
media-query-parser,2032982
cockatiel,2024095
node-stdlib-browser,2021994
typesafe-path,2021966
new-find-package-json,2021837
center-align,2014848
consolidate,2013187
eslint-config-expo,2012556
media-tracks,2005213
eslint-plugin-regexp,2004293
use-context-selector,1998709
basic-auth-connect,1992137
borsh,1983952
rgb-regex,1983777
eslint-plugin-react-native,1982122
is-any-array,1981335
new-date,1981312
postcss-html,1978014
yamljs,1975496
eslint-plugin-react-x,1974976
expr-eval-fork,1974334
right-align,1973834
pad-right,1973444
safe-identifier,1970566
is-color-stop,1957759
type-level-regexp,1949413
co-body,1948106
castable-video,1945438
laravel-vite-plugin,1942444
clean-git-ref,1941936
tslog,1940796
is-redirect,1940667
merge-deep,1938785
worker-timers,1937389
graphql-depth-limit,1936648
babel-plugin-transform-es2015-modules-commonjs,1935539
babel-register,1934547
tempfile,1933750
mutation-testing-report-schema,1933487
worker-timers-broker,1931694
ts-checker-rspack-plugin,1927108
typed-inject,1925958
eslint-plugin-react-dom,1923313
argon2,1921935
node-sql-parser,1918585
parseuri,1917558
run-series,1917119
gulp-cli,1915119
micromark-extension-cjk-friendly-gfm-strikethrough,1911825
worker-timers-worker,1911059
sqlite-vec-windows-x64,1909995
shell-exec,1908592
react-table,1905674
babel-helpers,1904687
parseqs,1904594
eslint-plugin-mocha,1901613
zod-to-ts,1897702
async-validator,1897022
is-subset,1895644
sqlite-vec-darwin-arm64,1892749
btoa-lite,1892613
appium-ios-device,1891972
mjml-parser-xml,1891226
agent-install,1890766
download,1890503
is-posix-bracket,1888411
remark-cjk-friendly-gfm-strikethrough,1888225
sqlite-vec-linux-arm64,1888041
copy-props,1886470
prettyjson,1884565
json-schema-to-zod,1883651
semver-greatest-satisfied-range,1882656
bach,1882558
async-settle,1882104
buffer-more-ints,1878811
modern-screenshot,1878732
notistack,1876888
vite-plugin-singlefile,1870483
each-props,1868608
auth0,1865938
google-libphonenumber,1863896
sqlite-vec-darwin-x64,1861922
ansi-gray,1859512
satteri,1857496
valtio,1857002
opentype.js,1856273
is-safe-filename,1852729
glob-slasher,1851777
undertaker-registry,1850869
join-path,1849735
toxic,1847222
json-cycle,1846112
oxc-minify,1845834
stream-replace-string,1844304
exec-async,1843185
mixpart,1842393
html-loader,1838133
last-run,1837229
tiny-glob,1837140
eslint-plugin-react-naming-convention,1836319
react-tabs,1833289
eslint-plugin-react-web-api,1831363
validate.io-integer-array,1831021
is-svg,1830334
mjml,1828543
autolinker,1827264
sqlite-vec,1825623
mjml-image,1825073
remark-emoji,1823565
mjml-cli,1822832
eslint-plugin-jest-dom,1822429
start-server-and-test,1822120
win-guid,1821162
postcss-reporter,1819398
p-map-series,1816078
spdx-satisfies,1815619
rc-config-loader,1813979
userhome,1812696
reduce-function-call,1809929
buffer-writer,1805725
event-source-polyfill,1803066
amp-message,1802460
better-ajv-errors,1802054
eslint-config-airbnb-typescript,1801230
dicer,1798319
redis-info,1797018
webextension-polyfill,1792705
get-npm-tarball-url,1788848
tiptap-markdown,1784269
ts-proto,1776607
react-native-nitro-modules,1775430
lucide-react-native,1774619
flatpickr,1774322
react-resize-detector,1772049
microseconds,1771784
debounce-promise,1771460
node-readable-to-web-readable-stream,1770186
depcheck,1769960
sort-desc,1766480
react-virtualized,1761938
is-json,1761000
cli-tableau,1756991
spacetrim,1753700
redux-persist,1753424
cpy,1751090
postman-request,1751067
blakejs,1750429
react-input-autosize,1747844
iota-array,1742860
escape-carriage,1742088
simple-xml-to-json,1741652
react-element-to-jsx-string,1741249
graphql-yoga,1733485
postcss-simple-vars,1731859
md5-file,1727194
tx2,1726149
lerna,1724133
babel-plugin-syntax-object-rest-spread,1721833
image-meta,1719634
redux-mock-store,1717182
parse-gitignore,1714509
grouped-queue,1712969
express-validator,1712865
ag-charts-community,1711409
vue-bundle-renderer,1705743
aws-amplify,1703348
sqlite-vec-linux-x64,1700450
glob-promise,1693828
body-scroll-lock,1693339
md-to-react-email,1693207
vuex,1691194
xmlhttprequest,1688446
json11,1687822
assistant-cloud,1686451
winston-daily-rotate-file,1683814
state-toggle,1680533
markdown-escapes,1679414
env-cmd,1678879
fs-tree-diff,1676066
shallow-copy,1672527
unplugin-swc,1671895
inflation,1670797
sqs-consumer,1668390
resolve-path,1668258
structured-clone-es,1666272
hdr-histogram-js,1665778
parse-diff,1663710
browserify,1658280
cropperjs,1655839
gradle-to-js,1653365
postman-collection,1651289
rgba-regex,1650823
jest-fetch-mock,1647287
css-value,1647047
ajv-i18n,1641590
react-query,1640548
file-stream-rotator,1640393
eslint-plugin-tailwindcss,1639609
config,1638618
enzyme-shallow-equal,1637806
react-to-print,1636552
css-shorthand-properties,1636078
microdiff,1632311
rollup-plugin-node-polyfills,1629031
expo-audio,1622525
postcss-less,1622395
react-json-view-lite,1622354
lazy,1621831
contentful,1621546
vinyl-file,1620660
picospinner,1619341
flux,1616462
stream-exhaust,1613957
p-waterfall,1612605
hawk,1612279
cspell-glob,1611523
reka-ui,1609943
graphql-subscriptions,1609782
imask,1608714
p-all,1606899
jsonata,1605704
cbor-extract,1601469
dprint-node,1599204
react-slick,1595285
culori,1594696
typeid-js,1594324
xmldom,1589808
ag-charts-locale,1589622
cycle,1587110
prop-types-extra,1585871
inquirer-autocomplete-prompt,1585312
vite-plugin-vue-tracer,1582803
env-var,1582437
nice-grpc-common,1578582
memoize,1577393
replace-homedir,1574839
bole,1571081
safe-json-parse,1569774
tlhunter-sorted-set,1568321
util-extend,1566479
normalize-selector,1562694
partyserver,1561674
package-directory,1559919
parse-author,1553841
is-my-json-valid,1552066
rc-trigger,1551428
mimetext,1546497
replace-in-file,1546013
angular-eslint,1545274
mocked-exports,1543234
redux-saga,1542834
swagger-parser,1542579
base64-stream,1542132
is-scoped,1541938
react-bootstrap,1541794
is-identifier,1541588
vite-plugin-node-polyfills,1541255
babel-plugin-transform-es2015-parameters,1538028
eslint-plugin-boundaries,1536153
ag-grid-enterprise,1535375
dom-align,1534581
browser-image-compression,1533487
protobufjs-cli,1533459
get-it,1533194
apollo-utilities,1530192
nice-grpc,1529950
graphology,1529021
oxlint-plugin-react-doctor,1528174
load-bmfont,1527680
to-no-case,1525331
strong-log-transformer,1524946
author-regex,1523180
normalize.css,1522893
uzip,1522480
generate-object-property,1519090
eslint-plugin-jsonc,1518500
expo-video,1517508
vue-style-loader,1515312
globalyzer,1514513
babel-plugin-transform-regenerator,1511144
babel-helper-define-map,1505256
cbor,1502800
react-doctor,1501689
read-excel-file,1500902
babel-plugin-transform-object-rest-spread,1500789
launchdarkly-react-client-sdk,1500476
response-iterator,1499633
ml-array-max,1498805
ml-array-min,1498481
ml-array-rescale,1498352
source-map-explorer,1497371
esbuild-loader,1495805
xml-encryption,1493096
babel-plugin-transform-es2015-literals,1492772
when,1490086
aws-jwt-verify,1489447
worker-factory,1488928
react-native-mmkv,1488219
zxcvbn,1485143
prettier-plugin-svelte,1481922
graphology-types,1479853
deterministic-object-hash,1479240
scrypt-js,1477007
yuku-parser,1476745
svelte-eslint-parser,1475661
date-now,1475067
abort-controller-x,1474964
mem-fs,1474580
detect-package-manager,1473959
babel-plugin-transform-es2015-object-super,1470117
serialize-error-cjs,1470039
babel-plugin-transform-es2015-block-scoped-functions,1467711
connect-redis,1467054
showdown,1462932
tus-js-client,1462700
rslog,1461185
rc-align,1460392
react-json-view,1459144
contains-path,1458764
yuku-codegen,1456615
eslint-plugin-svelte,1455128
mime-format,1454826
http-status,1447606
npm-conf,1446121
n8n-nodes-evolution-api,1445753
browserslist-to-esbuild,1443127
eslint-plugin-react-native-globals,1442606
unescape-js,1441944
graphemesplit,1441915
array-from,1441748
decache,1441621
nano-time,1441566
eslint-plugin-react-compiler,1440897
extrareqp2,1440564
jsbarcode,1440515
vuedraggable,1435309
es6-map,1431999
csv-writer,1429176
promise-map-series,1428951
websocket,1428638
koa-send,1428378
react-native-css-interop,1427090
turbo-ignore,1426082
serverless,1425455
videojs-font,1424995
eslint-config-flat-gitignore,1424458
ink-text-input,1423678
junit-report-builder,1418493
node-bin-setup,1415774
size-sensor,1414875
is-immutable-type,1414403
app-root-dir,1413655
highlight-words-core,1412655
vfile-matter,1412241
color-rgba,1410080
broker-factory,1409863
imapflow,1408771
unplugin-vue-components,1407811
gud,1407620
ace-builds,1407333
rollup-plugin-postcss,1405407
focus-trap-react,1405163
tree-changes,1404631
ng-packagr,1404476
contentful-resolve-response,1402905
vitest-axe,1402543
lottie-react-native,1402030
react-innertext,1399684
react-async-script,1396643
node,1396315
config-file-ts,1394759
is-valid-path,1394093
json-2-csv,1393055
node-api-headers,1391889
cspell-gitignore,1391066
graphql-type-json,1386760
doc-path,1385741
ftp-response-parser,1385345
react-google-recaptcha,1385226
walk,1384781
duration,1381731
micro-ftch,1381247
robot3,1380204
html2pdf.js,1378579
markdownlint-cli2,1377616
shx,1377567
p-memoize,1375919
slate-dom,1374352
html5parser,1373352
react-responsive,1373256
ember-cli-version-checker,1371830
allure-commandline,1371606
parse-semver,1368741
sort-css-media-queries,1368111
koa-static,1363142
mysql,1360070
ag-charts-core,1358446
vue-devtools-stub,1358338
email-addresses,1357323
deprecated-react-native-prop-types,1356234
number-flow,1355019
jwk-to-pem,1354671
emoji-picker-react,1354627
injection-js,1353681
eslint-json-compat-utils,1352157
pg-boss,1351847
lz-utils,1349237
react-router-config,1345378
jest-preset-angular,1344027
vali-date,1343119
react-joyride,1342059
resolve-pkg,1341281
ts-debounce,1339400
combine-source-map,1338580
thread-loader,1337590
deslop-js,1336832
apollo-link,1336618
svelte-toolbelt,1334955
inline-source-map,1332659
weak-map,1332330
eslint-flat-config-utils,1327103
pg-query-stream,1326782
httpreq,1326442
path2d-polyfill,1326382
echarts-for-react,1326127
rate-limit-redis,1324233
vinyl-contents,1323871
matchmediaquery,1323064
prism-media,1322281
enzyme,1320514
js-message,1320474
remarkable,1318547
js-file-download,1317064
array-sort,1315870
bops,1312000
mixpanel,1311526
find-test-names,1311511
pure-color,1311202
flexsearch,1310165
vue-template-es2015-compiler,1305867
graphql-language-service,1304924
babel-plugin-syntax-async-functions,1304063
postcss-sort-media-queries,1302839
react-infinite-scroll-component,1300217
xml-formatter,1299905
xml-parser-xo,1299677
markdownlint-cli,1298830
node-linux-x64,1298096
csvtojson,1297800
wildcard-match,1296600
p-any,1295585
path-unified,1295049
dockerfile-ast,1293423
bind-event-listener,1293080
os-filter-obj,1292436
react-devtools-inline,1291491
postcss-cli,1290480
scoped-regex,1290161
size-limit,1289336
e2b,1288633
get-user-locale,1285969
purgecss,1285129
level-supports,1284933
eslint-import-resolver-alias,1284204
cssnano-preset-advanced,1284112
sequelize-cli,1283114
ag-charts-enterprise,1282913
clean-set,1282608
mock-fs,1281119
electron-store,1279448
graphql-http,1279095
vite-plugin-vue-inspector,1278963
blurhash,1278047
react-native-device-info,1277572
to-array,1275692
convex,1274686
vinyl-sourcemaps-apply,1274195
fetch-mock,1273808
babel-plugin-transform-async-to-generator,1272387
babel-helper-remap-async-to-generator,1272096
tweetnacl-util,1271925
contentful-management,1270368
easy-stack,1264557
vitest-mock-extended,1264108
simple-bin-help,1264037
react-signature-canvas,1262753
to-space-case,1262397
static-browser-server,1257369
kapsule,1256704
json-loader,1254668
remove-bom-stream,1253972
react-native-svg-transformer,1253408
bytes-iec,1249411
cypress-real-events,1248116
node-object-hash,1248048
event-pubsub,1247850
aws-lambda,1247539
array-last,1247251
agent-browser,1246516
html2canvas-pro,1245454
markdown-escape,1242064
await-lock,1241991
append-buffer,1238131
secretlint,1237201
simple-statistics,1237041
eslint-plugin-react-hooks-extra,1236621
ensure-posix-path,1236489
simple-eval,1234564
path-platform,1232860
prettier-plugin-packagejson,1231815
dotenv-webpack,1230265
allure-playwright,1229523
cva,1228431
remove-bom-buffer,1227324
jsonstream-next,1226462
stylus-loader,1225917
grunt-cli,1225602
primeicons,1222042
sleep-promise,1221996
eslint-plugin-yml,1221934
fast-jwt,1221192
oauth-1.0a,1221049
wavesurfer.js,1220420
iserror,1220003
xml-escape,1219625
unraw,1219621
nofilter,1219093
unix-crypt-td-js,1217141
trim-canvas,1214900
apache-md5,1214678
parse-imports,1213640
clear-module,1213588
browser-pack,1213545
postcss-selector-matches,1213475
vue-sonner,1212586
react-big-calendar,1211250
sylvester,1209748
eslint-plugin-i18next,1207326
element-resize-detector,1205308
browser-request,1204298
optimize-css-assets-webpack-plugin,1198667
axe-html-reporter,1197886
worker-rpc,1197387
insert-module-globals,1196026
electron-log,1195879
log,1195213
stream-splicer,1194247
sister,1194078
humps,1193390
vue-component-meta,1192364
youtube-player,1191799
graphiql,1190083
eslint-plugin-compat,1189570
promise.series,1189130
toml-eslint-parser,1186871
object.reduce,1186529
promptly,1185230
postmark,1184143
react-plaid-link,1184023
i18next-fs-backend,1183328
eslint-processor-vue-blocks,1181816
react-highlight-words,1180032
grunt,1178628
highcharts-react-official,1177603
vue-hot-reload-api,1177387
passport-google-oauth20,1176084
picomatch-browser,1175795
strict-event-emitter-types,1175785
axios-ntlm,1174914
path-loader,1174807
node-watch,1173478
promise-queue,1172862
json-source-map,1171759
string-format,1170921
jsrsasign,1170807
ast-metadata-inferer,1169654
node-downloader-helper,1168981
turndown-plugin-gfm,1168366
eslint-import-resolver-webpack,1167787
json-refs,1167416
labeled-stream-splicer,1166605
eslint-plugin-ft-flow,1166165
rollup-plugin-esbuild,1165472
array-initial,1161874
fsu,1161613
block-stream,1161473
json-colorizer,1160137
httpntlm,1159174
flairup,1158834
default-resolution,1158680
collection-map,1157788
react-rnd,1156904
rollup-plugin-copy,1156756
htmlescape,1155506
apparatus,1154505
wkt-parser,1154382
parse-listing,1153281
react-native-pager-view,1151572
foreachasync,1151475
stream-slice,1151466
sprintf-kit,1148102
vite-plugin-vue-devtools,1147519
unplugin-auto-import,1147439
read-only-stream,1145323
sort-any,1145270
vitest-browser-react,1144133
rndm,1143535
brotli-wasm,1142667
liquid-json,1142481
mux.js,1142453
grunt-legacy-util,1142301
react-native-maps,1142271
memfs-or-file-map-to-github-branch,1142262
fumadocs-ui,1142137
is-cidr,1141835
postcss-color-gray,1141395
groq-js,1141385
grunt-legacy-log,1140911
vfile-reporter,1140679
date-arithmetic,1140346
http-reasons,1139799
grunt-legacy-log-utils,1138526
react-calendar,1138481
dashify,1138356
broccoli-funnel,1137831
float-tooltip,1137413
js-sha512,1131434
jsforce,1130842
kysely-codegen,1130445
to-vfile,1128476
html-element-map,1128462
is-my-ip-valid,1128107
redlock,1127358
babel-plugin-add-module-exports,1124865
simple-websocket,1123474
postcss-sass,1122764
consolidated-events,1120487
eslint-plugin-import-lite,1118909
just-bash,1118508
github-username,1117660
json-diff,1116737
ringbufferjs,1115622
properties-file,1114239
vee-validate,1112148
redux-logger,1111689
wordnet-db,1111248
pretty,1110006
dreamopt,1109236
animejs,1109216
chartjs-plugin-datalabels,1108393
tailwind-scrollbar,1104014
grpc-tools,1103537
centra,1100457
trouter,1095467
split-array-stream,1095079
nconf,1094988
mochawesome-merge,1093538
stream-composer,1093235
react-youtube,1093230
array-filter,1092829
lucide,1092064
eslint-plugin-tsdoc,1091454
m3u8-parser,1089659
html-tokenize,1087481
apollo-upload-client,1084250
postcss-color-mod-function,1083163
eslint-config-turbo,1081867
namespace-emitter,1081381
video.js,1076618
ansi-red,1076440
timestring,1075084
next-mdx-remote,1071959
ktx-parse,1071772
cross-zip,1071596
event-lite,1070195
ts-md5,1070136
font-awesome,1069730
remove-markdown,1067613
eas-cli,1066354
dotenv-flow,1063628
file-url,1062498
vizion,1061970
ansi,1061325
playwright-extra,1060764
copy-text-to-clipboard,1059883
simple-yenc,1059358
node-liblzma,1058964
react-cookie,1058347
read-chunk,1058334
retimer,1057563
soap,1056746
tree-sitter-json,1056278
undeclared-identifiers,1055814
typescript-event-target,1054549
grunt-known-options,1054259
minim,1053934
urql,1053102
strict-url-sanitise,1052987
unrouting,1052938
log-driver,1051088
vega-expression,1050950
react-grab,1050928
caw,1050526
apg-lite,1049911
heic-decode,1049752
http-terminator,1049131
accessor-fn,1048958
tape,1048755
storybook-addon-pseudo-states,1047447
vite-plugin-istanbul,1047406
sha256-uint8array,1047326
nest-winston,1046743
ckeditor5,1046586
postcss-syntax,1045607
mocha-multi-reporters,1043733
graphql-query-complexity,1043676
stdout-update,1042861
git-node-fs,1042050
path-name,1041384
rst-selector-parser,1038801
transliteration,1038789
to-utf8,1038719
cli,1038445
arr-map,1036043
dev-null,1035602
react-kapsule,1034534
stringstream,1031818
cypress-file-upload,1030476
vuetify,1030228
write-yaml-file,1030188
eslint-plugin-check-file,1029744
express-basic-auth,1027454
plaid,1026278
css-unit-converter,1025999
combine-promises,1021520
vue-docgen-api,1021268
mpd-parser,1019515
react-csv,1016927
radix-vue,1015376
shasum-object,1015260
rx-lite-aggregates,1013934
gulp-rename,1013173
react-refractor,1012629
broccoli-persistent-filter,1012370
run-parallel-limit,1011295
matchdep,1010282
nanoevents,1009945
openapi-path-templating,1008628
ipull,1007810
ts-map,1006972
google-artifactregistry-auth,1006741
typescript-tuple,1003754
typescript-logic,1003028
eslint-merge-processors,1001573
stream-length,1000860
cypress-multi-reporters,999096
hash-it,998136
ember-cli-babel,997967
pizzip,997941
digest-fetch,997815
slashes,996429
vue-resize,994829
jerrypick,994173
react-simple-maps,991905
shortid,988934
react-debounce-input,988894
fastparallel,986802
useragent,985977
react-measure,985600
acpx,985126
geotiff,984621
skillflag,984411
speakeasy,981443
uuid-parse,980962
parse-git-config,978981
gettext-parser,976577
expo-store-review,975269
discord.js,975267
rifm,974706
fs2,974541
hash-wasm,972523
express-unless,972293
is-hex-prefixed,971182
react-imask,970591
emnapi,970363
aws-xray-sdk-core,970010
react-native-view-shot,969953
last-call-webpack-plugin,969735
fastify-type-provider-zod,969187
array-tree-filter,967083
cloudinary,966794
level-iterator-stream,966739
ansi-cyan,966209
react-swipeable,965316
pm2-axon,965039
codec-parser,963896
vue-inbrowser-compiler-independent-utils,963853
gulp-sourcemaps,963049
howler,962263
doiuse,960261
eslint-plugin-no-unsanitized,959186
restricted-input,958743
jest-styled-components,958259
util-promisify,957738
redux-immutable,955548
is-base64,952839
immutability-helper,951640
saxen,950706
pg-copy-streams,950342
get-node-dimensions,947831
audio-type,947367
rehype-attr,946102
semaphore,943880
pinpoint,942430
pgsql-ast-parser,938572
xml-utils,938437
to-data-view,937193
bits-ui,936022
symlink-or-copy,935342
jest-when,934924
audio-decode,934850
ts-json-schema-generator,934099
leaflet.markercluster,933005
qoa-format,932966
matrix-js-sdk,932266
react-json-tree,931770
eslint-plugin-html,930873
cli-progress-footer,929970
eslint-plugin-react-rsc,929312
tocbot,929017
audio-buffer,928994
typescript-language-server,927854
set-interval-async,927774
react-native-fit-image,927034
react-portal,926244
color-space,925855
find-cache-directory,925636
matrix-widget-api,923489
create-react-context,922551
add-dom-event-listener,922380
double-ended-queue,921741
fileset,921275
aws-crt,920627
git-config-path,920471
sass-embedded-linux-arm64,919222
broccoli-source,918746
daisyui,916267
lossless-json,915547
cookies-next,914600
md5-hex,913954
replace,912750
express-async-errors,911219
jest-image-snapshot,910547
process-utils,908700
liftup,907575
copy-to,907183
expo-sqlite,907165
postcss-prefix-selector,907132
datadog-lambda-js,906696
rss-parser,905680
ts-tqdm,900946
d3-interpolate-path,900913
docxtemplater,900694
lightweight-charts,900498
npm-user-validate,900119
broccoli-node-info,896791
sass-graph,893547
merge-value,893215
stream-promise,892951
fs-capacitor,892774
virtua,892415
react-scan,892347
mock-socket,891956
int53,891738
graphql-tools,891467
react-medium-image-zoom,888356
xml-but-prettier,888309
find-index,887402
move-file,885201
stylelint-prettier,884575
json-schema-to-typescript-lite,884242
parenthesis,883761
react-native-qrcode-svg,883449
date-time,882093
express-jwt,881916
python-shell,881311
chartjs-color,881107
chartjs-color-string,880151
isemail,879527
chmodrp,879285
autocannon,879147
reduce-configs,878669
react-native-markdown-display,878383
chartjs-adapter-date-fns,877611
temp-write,877463
tabtab,877072
npm-to-yarn,876305
babel-preset-solid,875932
styled-system,875307
reading-time,873435
is-png,873319
leva,873169
codem-isoboxer,871746
require-relative,869065
bigint-buffer,866535
koa-bodyparser,866458
multiparty,865917
http-cookie-agent,865730
prettier-eslint,865109
glsl-tokenizer,865070
async-each-series,863965
recyclerlistview,863560
x-is-string,863435
dotgitignore,862835
vite-plugin-css-injected-by-js,861863
env-string,861697
eslint-plugin-lodash,861611
broccoli-output-wrapper,861138
test-renderer,859738
rc-animate,859517
parse-duration,858734
hyparquet,857571
watch,855343
scss-tokenizer,854093
next-router-mock,853841
libnpmsearch,848899
stringz,848863
unist-util-find-all-after,848411
countries-list,848075
minio,847705
which-command,846536
prettier-plugin-astro,846442
fastseries,844426
countup.js,843782
broccoli-babel-transpiler,843771
object-sizeof,841602
object-component,841219
inquirer-checkbox-plus-prompt,840793
glob2base,840353
npm-audit-report,840135
threads,840087
circular-dependency-plugin,839972
react-immutable-pure-component,839886
css-parse,838894
jsox,838526
js-queue,838508
json-rpc-random-id,837969
libnpmorg,837737
asynciterator.prototype,837683
prompt,837384
sass-formatter,837370
electron-vite,837299
libnpmteam,837294
react-native-tab-view,836807
json-diff-ts,836435
node-wav,835966
s.color,835848
eslint-plugin-no-relative-import-paths,835833
openapi-server-url-templating,835799
suf-log,835669
cli-sprintf-format,834877
log-node,834780
eslint-plugin-local-rules,834206
graphql-playground-html,833582
commonmark,833278
typescript-compare,832912
stream-read-all,832862
another-json,832338
simplebar-react,831464
console-log-level,831270
webpack-assets-manifest,830842
ipx,830335
moment-duration-format,830236
tiny-worker,828677
typescript-plugin-css-modules,827522
tap-parser,826688
webcrypto-shim,826259
linkify-react,825861
path-posix,825453
esm-resolve,824771
express-prom-bundle,823440
pad-left,823436
babel-preset-env,823153
worker-loader,822461
mcp-handler,822440
zca-js,821638
gulp-sort,820164
strip-hex-prefix,819793
non-layered-tidy-tree-layout,819297
load-plugin,818751
is-jpg,818572
jest-transform-stub,817461
svg.pathmorphing.js,817237
map-limit,816700
web3-eth-abi,816062
tiny-relative-date,815888
reconnecting-websocket,815582
eslint-plugin-json,815422
array-parallel,814742
then-request,814729
react-native-blob-util,814728
inject-stylesheet,813905
stdout-stream,813694
is-running,812844
svelte2tsx,812136
find-cypress-specs,811814
typescript-json-schema,809671
store,808349
njwt,807170
path-equal,807003
oracledb,806345
get-latest-version,805849
express-http-proxy,804937
tsc-watch,803709
tailwind-csstree,802894
has-glob,802889
array-series,802707
clap,802405
node-vibrant,800479
react-window-infinite-loader,799899
final-form,798984
eslint-plugin-better-tailwindcss,798474
ts-mocha,798388
react-ga4,797592
sync-request,797319
launch-editor-middleware,796348
react-native-swipe-gestures,795312
with-open-file,795010
pm2-multimeter,794439
git-rev-sync,794355
mjolnir.js,794267
unzip-stream,794109
react-floater,793844
speech-rule-engine,792467
rework,791435
replacestream,791333
extension-port-stream,790930
ts-retry-promise,790496
twoslash,790443
manage-path,790037
flatqueue,788558
vega-time,788162
number-to-bn,787973
ev-emitter,787973
char-spinner,787946
in-publish,787656
varuint-bitcoin,787473
vite-plugin-html,787417
vega-event-selector,787314
react-rx,787138
browser-sync,786997
vega-scale,786766
priorityqueuejs,786702
react-native-edge-to-edge,786262
bootstrap-icons,785494
glsl-token-string,784774
memory-cache,784688
color-normalize,783871
twoslash-protocol,782897
react-native-modal,782153
emotion,781419
dtype,781387
pusher,781381
eslint-plugin-header,781287
canvas-color-tracker,781029
webworkify,780149
saucelabs,779713
lodash.startswith,779194
tty-table,778939
color-alpha,777696
cypress-wait-until,777431
eslint-plugin-filenames,777235
css-tokenize,777054
eslint-plugin-jest-formatting,776899
sass-embedded-linux-musl-arm64,775696
eslint-plugin-vitest,775103
quote-js-string,774477
json-rpc-engine,774089
antlr4ts,773174
libnpmpack,772928
axios-proxy-builder,770929
continuable-cache,770910
libnpmfund,770526
libnpmexec,770198
sort-on,769694
vitepress,768104
ohm-js,767562
find-workspaces,767479
is-window,767170
apollo-link-http-common,766506
vega-loader,766345
rollup-plugin-sourcemaps,766017
astro-expressive-code,765705
eazy-logger,765643
google-proto-files,765207
fn-args,764438
express-promise-router,763292
swagger-ui-react,762595
remove-undefined-objects,762075
fs-merger,761904
react-native-modal-datetime-picker,761565
libnpmversion,761478
sass-embedded-all-unknown,761420
instantsearch.js,761416
eslint-plugin-react-debug,761274
sass-embedded-unknown-all,760831
rehype-expressive-code,760057
react-ace,760032
vega-format,759980
node-html-markdown,759583
cache-loader,757771
humanize-string,756343
libopus-wasm,753969
codemirror-graphql,753955
vega-view,753901
ansi-color,753498
create-emotion,753438
react-spinners,753285
global-tunnel-ng,753244
swagger-schema-official,753100
bent,752731
vega-encode,752484
date-holidays,752227
mariadb,751586
hi-base32,751175
tree-sitter-typescript,750247
bytesish,749836
web3-providers-http,748390
snappy,748267
react-oidc-context,747922
bitmap-sdf,747745
vega-canvas,747335
summary,747289
to-camel-case,747251
react-scroll,745257
rhea-promise,744480
react-native-linear-gradient,744042
glslify-bundle,743344
groq-sdk,742630
2-thenable,742268
find-parent-dir,741149
unleash-client,739871
json-schema-faker,738401
karma-junit-reporter,737528
jsii,737154
date-easter,736900
react-phone-input-2,736469
hls-video-element,735222
browser-fs-access,735159
is-browser,734877
shallow-equals,734635
uglifyjs-webpack-plugin,734555
date-holidays-parser,734095
grpc-gcp,733727
web3,733723
babel-plugin-named-exports-order,733162
esbuild-plugin-alias,733091
leb,732914
glsl-token-depth,731429
interactjs,731377
glsl-token-assignments,730573
ssr-window,730110
accept-language-parser,730008
secure-keys,729825
eslint-typegen,729519
react-easy-swipe,729402
glsl-token-whitespace-trim,728562
quote-stream,728444
date-chinese,728180
snyk,727759
native-request,727746
observable-callback,727742
serverless-offline,727362
js2xmlparser2,727327
json-reduce,727046
caldate,726943
svg-url-loader,726837
ink-table,726502
eslint-plugin-react-jsx,726411
decode-ico,726093
react-responsive-carousel,725634
postcss-styled-syntax,725536
node-html-better-parser,725035
react-tracked,724778
pct-encode,724330
string-byte-length,724012
uri-template,722471
cypress-axe,721725
is-html,721289
dpdm,720520
async-foreach,719073
newman,719070
chokidar-cli,718067
cli-columns,717836
promise-toolbox,716309
datatables.net,716201
content-security-policy-parser,716119
y-websocket,714943
has-async-hooks,713868
gql.tada,711999
shell-escape,711450
memoirist,710392
lambda-runtimes,710314
css-font-size-keywords,710000
remark-html,709984
block-stream2,709720
vanilla-colorful,708706
zip-dir,708333
neo4j-driver-bolt-connection,708063
react-gtm-module,707762
overlayscrollbars,707437
plotly.js,707430
generate-password,706782
array-find,705664
react-countup,703718
mikro-orm,701527
react-plotly.js,701477
babel-plugin-react-docgen,700840
enzyme-adapter-utils,700483
jaeger-client,699237
colorthief,698396
vitest-fetch-mock,697868
stylelint-config-html,697089
bufrw,696549
pica,696475
element-plus,696049
axe-playwright,694368
hexer,693086
eslint-plugin-formatjs,692117
bip174,692113
svg-path-bounds,691792
multimath,691679
walk-back,691569
solid-refresh,689808
vite-plugin-ruby,689524
vite-plugin-solid,689408
events-to-array,689369
tailwind-api-utils,687360
serialised-error,686706
estree-to-babel,686272
humanize,685146
apollo-link-http,684867
markdown-it-emoji,684514
pegjs,683447
react-avatar-editor,682716
enzyme-adapter-react-16,682460
is-dom,681740
didyoumean2,681410
eth-json-rpc-filters,681005
dash-video-element,680602
koa-is-json,680488
levenary,680461
lokijs,680364
ethereum-bloom-filters,679168
eslint-formatter-pretty,678189
react-final-form,678134
truncate-json,677751
